ID	Protein IDs	Gene Names	ENSEMBL	REFSEQ	Uniprot	VEGA	FPR	Mascot Score	Peptides	Unique Peptides	Assigned Peptides	log2FC count let7	log2FC count miR1	log2FC count miR155	log2FC count miR16	log2FC count miR30	log2FC median let7	log2FC median miR1	log2FC median miR155	log2FC median miR16	log2FC median miR30
2521	IPI:IPI00099311.3;IPI:IPI00155747.4	TRMT6;TRMT6	ENSP00000203001	NP_057023	Q9UJA5-1;Q9UJA5-2;Q9Y2Z8	OTTHUMP00000030210	2.96E-104	443.43	9	9	9	5	3	0	16	0	-0.04	-0.18		0.01	
2523	IPI:IPI00099463.2;IPI:IPI00639821.1;IPI:IPI00647291.1	SGPL1	ENSP00000299297;ENSP00000362298	NP_003892	O95470	OTTHUMP00000019766;OTTHUMP00000019769	0	784.73	17	17	17	18	7	36	19	9	0.26	0.78	-0.48	0.38	0.51
2525	IPI:IPI00099871.1;IPI:IPI00852745.1	MRPL40;MRPL40	ENSP00000333401	NP_003767	Q9NQ50	OTTHUMP00000028898;OTTHUMP00000196397;OTTHUMP00000196403	7.29E-70	380.21	10	10	10	15	14	35	20	24	0	0.13	0.01	-0.04	-0.04
2526	IPI:IPI00099986.5	FN3KRP	ENSP00000269373	NP_078895	Q9HA64;Q6FIG5	OTTHUMP00000180772	3.36E-13	62.6	2	2	2	0	0	0	0	0					
2527	IPI:IPI00099995.3	RFK	ENSP00000257452;ENSP00000365926	NP_060809	Q969G6;Q5JSG9	OTTHUMP00000021501	4.85E-31	156.24	4	4	4	0	1	0	0	0					
2528	IPI:IPI00099996.2	RG9MTD1	ENSP00000312356	NP_060289	Q7L0Y3	OTTHUMP00000172065	0	1131.63	24	24	24	62	46	50	81	45	-0.1	0.11	0	-0.21	-0.06
2529	IPI:IPI00100030.1;IPI:IPI00401043.1;IPI:IPI00401041.1;IPI:IPI00385011.1	PIGT;PIGT;PIGT;PIGT	ENSP00000279036;ENSP00000279035;ENSP00000343783;ENSP00000361774	NP_057021	Q969N2-1;Q969N2-4;Q969N2-2;Q969N2-3	OTTHUMP00000031110;OTTHUMP00000031112;OTTHUMP00000031111	1.50E-201	708.51	16	16	16	21	18	47	30	32	-0.07	-0.15	0.05	0.18	0.06
2530	IPI:IPI00746360.1;IPI:IPI00749304.1;IPI:IPI00100106.1	RIC8A;RIC8A;RIC8A	ENSP00000325941	NP_068751	Q9NPQ8-1;Q9NPQ8-2;Q9NPQ8-3	OTTHUMP00000147610	1.28E-63	371.14	8	7	8	9	0	9	1	0	0.07		0.01		
2531	IPI:IPI00100151.4;IPI:IPI00788157.1;IPI:IPI00829723.1	XRN2;XRN2	ENSP00000366396	NP_036387	Q9H0D6-1;Q9H0D6-2	OTTHUMP00000030403	0	1261	29	29	29	37	30	29	40	25	0.21	0.09	0.08	0.07	0.12
2532	IPI:IPI00654582.3;IPI:IPI00100154.1;IPI:IPI00167490.1	TOLLIP;TOLLIP;TOLLIP	ENSP00000371646;ENSP00000314733;ENSP00000263646	NP_061882	Q9H0E2;Q59FB9;Q6FIE9;Q8N8J5	OTTHUMP00000164471	7.16E-14	127.23	3	3	3	3	3	0	0	2	0.18	0.31			
2533	IPI:IPI00100160.3;IPI:IPI00746694.1;IPI:IPI00604431.1;IPI:IPI00856114.1	CAND1;C22orf32;CAND1	ENSP00000299218	NP_060918	Q86VP6-1;Q86VP6-2;A8K8U1	OTTHUMP00000168390	0	2180.03	47	45	47	49	36	72	48	43	0.07	-0.63	0.04	0.14	-0.17
2534	IPI:IPI00100239.1;IPI:IPI00396595.2	METTL9;METTL9	ENSP00000350874;ENSP00000379335	NP_057109;NP_001070648	Q8NBT8;Q9H1A3;Q8TD49;Q9BWJ7;Q9H1A2;Q9Y390	OTTHUMP00000080477;OTTHUMP00000162337;OTTHUMP00000080478	1.95E-14	152.23	4	4	4	0	3	4	2	0		-0.08	0.04		
2536	IPI:IPI00100247.3	TXNDC13	ENSP00000246024	NP_066979	Q9H1E5	OTTHUMP00000030232	8.38E-57	222.78	4	4	4	4	7	6	6	3	0.04	-0.12	-0.16	0.07	-0.13
2537	IPI:IPI00100460.2;IPI:IPI00843782.1	DARS2	ENSP00000355086	NP_060592	Q6PI48;A8K4A8;Q9H9J7;Q9NVT8	OTTHUMP00000032692	7.47E-197	1098.14	26	26	26	45	26	66	43	24	-0.09	-0.07	0.02	0.26	-0.21
2538	IPI:IPI00100585.1;IPI:IPI00643494.1;IPI:IPI00641194.1;IPI:IPI00644042.1	Gene_Symb;SLC39A1;SLC39A1;SLC39A1	ENSP00000309710;ENSP00000348535;ENSP00000357610;ENSP00000357612	NP_055252	Q9NY26;Q5T4K1;Q6IAD8;Q5T4K3;Q5T4K4;Q5T4K2	OTTHUMP00000035258;OTTHUMP00000035259;OTTHUMP00000035260;OTTHUMP00000035261;OTTHUMP00000035263;OTTHUMP00000035262;OTTHUMP00000038686	2.43E-13	90.03	2	2	2	0	0	0	0	0					
2539	IPI:IPI00100630.6	MLLT1	ENSP00000252674	NP_005925	Q03111	OTTHUMP00000066906;OTTHUMP00000077673	9.92E-07	82.15	3	3	3	5	0	1	3	0	-0.54			0.06	
2540	IPI:IPI00100656.3;IPI:IPI00644037.1;IPI:IPI00301279.3;IPI:IPI00642626.1	GPSN2;GPSN2	ENSP00000215567	NP_612510	Q9NZ01-1;Q6IBB2	OTTHUMP00000067432;OTTHUMP00000076769;OTTHUMP00000076772	3.91E-123	800.58	18	18	18	93	103	88	76	92	0.09	-0.12	-0.07	0.25	0.07
2541	IPI:IPI00100673.6;IPI:IPI00478935.1	VPS24;VPS24	ENSP00000263856;ENSP00000377368	NP_057163;NP_001005753	Q9Y3E7;Q3ZTS9;A8K3W0		1.37E-25	81.93	2	2	2	3	0	2	0	1	-0.25				
2542	IPI:IPI00100674.1;IPI:IPI00790619.1;IPI:IPI00384331.1	REEP4;REEP4;REEP4	ENSP00000303482;ENSP00000333889	NP_079508	Q9H6H4-1;Q9H6H4-2	OTTHUMP00000162216;OTTHUMP00000177260;OTTHUMP00000177261;OTTHUMP00000177259	2.15E-05	82.9	2	2	2	3	0	0	4	0	-0.2			-0.13	
2543	IPI:IPI00100731.3;IPI:IPI00744428.1	SH2D4A	ENSP00000265807	NP_071354	Q9H788	OTTHUMP00000122496;OTTHUMP00000177094	2.16E-25	173	5	5	5	0	0	0	1	0					
2544	IPI:IPI00100748.3;IPI:IPI00442503.1	HSPBP1;HSPBP1	ENSP00000255631;ENSP00000365521	NP_036399	Q9NZL4-1;Q9NZL4-2	OTTHUMP00000069918;OTTHUMP00000076829	1.79E-113	517.18	12	12	12	15	6	16	14	9	0	-0.08	0.08	-0.56	-0.12
2545	IPI:IPI00100775.1	C11orf67	ENSP00000263301	NP_078960	Q9H7C9-1		5.13E-09	166.49	4	2	4	0	0	0	0	0					
2546	IPI:IPI00100791.3;IPI:IPI00795809.1	GTF2H3;GTF2H3	ENSP00000228955	NP_001507	Q13889;Q8NEI1	OTTHUMP00000169723;OTTHUMP00000169724;OTTHUMP00000169725	1.41E-57	130.43	4	4	4	0	0	0	0	0					
2547	IPI:IPI00100796.4	CHMP5	ENSP00000223500	NP_057494	Q9NZZ3	OTTHUMP00000021197	1.90E-228	325.32	6	3	6	2	0	2	1	0					
2548	IPI:IPI00100980.9	EHD2	ENSP00000263277	NP_055416	Q9NZN4;Q8NCJ3	OTTHUMP00000069199;OTTHUMP00000076432	0	1225.74	27	25	26	22	16	24	17	23	0.01	0.06	0.05	-0.1	0.03
2549	IPI:IPI00100984.4;IPI:IPI00155577.1;IPI:IPI00409555.1	HEATR3;HEATR3;HEATR3	ENSP00000299192;ENSP00000285767	NP_891552	Q7Z4Q2-1;Q7Z4Q2-2;Q7Z4Q2-3;A8K1N4	OTTHUMP00000080578;OTTHUMP00000164228;OTTHUMP00000080577;OTTHUMP00000164229	6.20E-11	143.34	5	5	5	2	0	0	2	0					
2550	IPI:IPI00790937.1;IPI:IPI00101049.2;IPI:IPI00796150.1;IPI:IPI00794858.1;IPI:IPI00797406.1;IPI:IPI00788916.1;IPI:IPI00798079.1	NMD3;NMD3;NMD3	ENSP00000307525	NP_057022	Q96D46;Q9Y2Z6	OTTHUMP00000173420;OTTHUMP00000173426;OTTHUMP00000173428;OTTHUMP00000173427	7.42E-20	209.69	5	5	5	2	0	12	0	0			-0.21		
2551	IPI:IPI00101095.3;IPI:IPI00552634.1;IPI:IPI00375962.4;IPI:IPI00552996.4	C20orf27;C20orf27;-;C20orf27	ENSP00000369097;ENSP00000382580;ENSP00000382591;ENSP00000217195;ENSP00000382581;ENSP00000339052	NP_001034229	Q9GZN8;A8K4J0;A8MYB2;Q5JX81;A6NC64;Q5JX82	OTTHUMP00000030113;OTTHUMP00000030117;OTTHUMP00000030114;OTTHUMP00000030116	7.49E-08	71.78	2	2	2	2	0	3	1	0			0.48		
2552	IPI:IPI00101106.3;IPI:IPI00455605.3	COMMD5	ENSP00000304544	NP_001074472;NP_001074473;NP_054785	Q9GZQ3	OTTHUMP00000178495;OTTHUMP00000178496;OTTHUMP00000178497;OTTHUMP00000178498	1.50E-43	167.96	4	4	4	1	0	0	0	1					
2553	IPI:IPI00101163.5;IPI:IPI00798150.1	MTERFD1;MTERFD1	ENSP00000287025	NP_057026	Q96E29-1;Q96E29-2	OTTHUMP00000178114	2.42E-17	227.57	6	6	6	8	1	9	6	2	0.01		0.11	0.05	
2554	IPI:IPI00101186.6;IPI:IPI00784220.1	RRP12	ENSP00000360031	NP_055994	Q5JTH9-1	OTTHUMP00000020207	0	2500.29	53	4	53	82	100	176	153	123	-0.17	0.27	0.02	-0.35	-0.13
2555	IPI:IPI00101299.3	C1GALT1C1	ENSP00000304364;ENSP00000360363	NP_001011551;NP_689905	Q96EU7;A8K246	OTTHUMP00000023952;OTTHUMP00000023953	5.39E-12	121.9	3	3	3	0	0	0	0	0					
2556	IPI:IPI00101374.5;IPI:IPI00555729.2	TM9SF1;TM9SF1	ENSP00000261789;ENSP00000380063	NP_006396;NP_001014842	O15321;A8K7U5;Q86SZ6	OTTHUMP00000028169;OTTHUMP00000164699	1.93E-40	205.27	4	4	4	8	2	1	3	3	0.09			0.02	-0.25
2557	IPI:IPI00101405.1;IPI:IPI00382869.1;IPI:IPI00455004.3	FDPS	ENSP00000349078;ENSP00000357340	NP_001995	P14324;Q96G29	OTTHUMP00000015807;OTTHUMP00000015808	0	767.69	15	15	15	26	16	20	20	22	0.3	0.28	0.07	0.41	0.22
2558	IPI:IPI00101524.3;IPI:IPI00640699.1;IPI:IPI00793719.1;IPI:IPI00795691.1;IPI:IPI00794840.1;IPI:IPI00795683.1	SNF8;SNF8;SNF8	ENSP00000290330	NP_009172	Q96H20-1;Q96H20-2	OTTHUMP00000181983;OTTHUMP00000181986;OTTHUMP00000181982	1.05E-74	172.24	3	3	3	0	0	0	0	0					
2559	IPI:IPI00101532.5;IPI:IPI00478943.3;IPI:IPI00478215.2	CEP55;CEP55;CEP55	ENSP00000360540;ENSP00000351102	NP_060601	Q53EZ4-1;Q53EZ4-2;Q5VY27	OTTHUMP00000020117;OTTHUMP00000020118	1.05E-44	123.53	2	2	2	0	1	3	0	1			-0.24		
2560	IPI:IPI00101600.5;IPI:IPI00478313.1;IPI:IPI00386343.1	CWF19L1	ENSP00000326411	NP_060764	Q69YN2;Q96HC3;Q9NV13		1.28E-05	86.51	4	4	4	1	0	0	0	0					
2561	IPI:IPI00164154.3;IPI:IPI00101659.6;IPI:IPI00807684.1;IPI:IPI00807345.1;IPI:IPI00807411.1;IPI:IPI00167076.2;IPI:IPI00470560.4;IPI:IPI00807644.1;IPI:IPI00807665.1;IPI:IPI00167075.3	NSUN5;NSUN5	ENSP00000252594;ENSP00000309126	NP_060514;NP_683759	Q96P11-1;Q96P11-2	OTTHUMP00000160310;OTTHUMP00000025324;OTTHUMP00000160309	3.13E-199	432.75	9	9	9	20	9	11	25	10	-0.02	-0.1	-0.31	0	-0.12
2562	IPI:IPI00101664.2	NARS2	ENSP00000281038	NP_078954	Q96I59;Q9H5H1		1.85E-74	498.74	11	11	11	8	4	10	16	5	-0.27	0.19	-0.13	-0.23	-0.17
2563	IPI:IPI00101734.5	FAM105B	ENSP00000284274	NP_612357	Q96BN8		7.67E-29	296.43	8	8	8	3	1	4	1	1	-0.09		-0.39		
2564	IPI:IPI00657888.1;IPI:IPI00101782.3;IPI:IPI00873746.2;IPI:IPI00383767.1;IPI:IPI00657652.1	GMPPA;Gen;GMPPA;GMPPA	ENSP00000363027;ENSP00000315925;ENSP00000340760;ENSP00000350949;ENSP00000363016;ENSP00000363034;ENSP00000363024	NP_037467;NP_995319	A6NJ74;A8K3Q6;Q53GI0;Q96IJ6;Q9NWC3;A8MSK8;Q9Y5P5	OTTHUMP00000064860;OTTHUMP00000064859;OTTHUMP00000064861;OTTHUMP00000064862;OTTHUMP00000071324;OTTHUMP00000064864	2.58E-59	270.84	7	7	7	5	0	4	0	0	-0.18		-0.3		
2565	IPI:IPI00101952.5;IPI:IPI00410697.1	SLC35E1	ENSP00000248069	NP_079157	Q96K37-1	OTTHUMP00000067630;OTTHUMP00000078080	6.28E-06	61.92	3	3	3	0	0	0	0	0					
2566	IPI:IPI00102036.1;IPI:IPI00412787.1;IPI:IPI00872675.1;IPI:IPI00001923.5	ARL5B;ARL5A	ENSP00000366487;ENSP00000295087	NP_848930;NP_036229	Q96KC2;Q9Y689;Q5VV05;Q580I5	OTTHUMP00000019260;OTTHUMP00000162713	1.60E-08	80.85	3	3	3	0	2	3	0	3			-0.87		0.05
2567	IPI:IPI00102069.5;IPI:IPI00000495.2	EIF3M	ENSP00000319910	NP_006351	Q7L2H7;A8K7X4		0	1332.35	22	22	22	42	52	47	31	70	-0.1	0.18	-0.14	-0.24	-0.02
2569	IPI:IPI00102313.2;IPI:IPI00746010.1	SRA1	ENSP00000337513	NP_001030312	Q9HD15-1	OTTHUMP00000166041	2.28E-18	194.54	6	6	6	1	1	1	0	0					
2570	IPI:IPI00102425.1;IPI:IPI00385260.1;IPI:IPI00062336.1;IPI:IPI00639985.1;IPI:IPI00640866.2	P15RS;P15RS;P15RS	ENSP00000349955;ENSP00000381984;ENSP00000337476;ENSP00000314602	NP_060640	Q96P16-1;Q96P16-3;Q96P16-2;A8KA42	OTTHUMP00000073470;OTTHUMP00000163414;OTTHUMP00000073468;OTTHUMP00000073471	5.48E-197	519.03	11	8	8	13	6	5	8	4	0.01	-0.11	-0.22	0.27	-0.41
2571	IPI:IPI00102495.4	MED6	ENSP00000256379	NP_005457	O75586;A8K3N2	OTTHUMP00000028048	2.08E-06	95.63	3	3	3	0	0	0	0	1					
2572	IPI:IPI00102501.3;IPI:IPI00513986.2	AGTRAP;AGTRAP	ENSP00000319713;ENSP00000365816	NP_065083;NP_001035284	Q6RW13-1;Q6RW13-2;A8K1X7	OTTHUMP00000002269;OTTHUMP00000002270	3.77E-49	72.17	2	2	2	0	3	0	0	1		-0.2			
2573	IPI:IPI00102509.4;IPI:IPI00642239.1;IPI:IPI00642802.1;IPI:IPI00645225.1;IPI:IPI00645693.1;IPI:IPI00646521.1;IPI:IPI00641465.1;IPI:IPI00844163.2	SLC38A5;SLC38A5;SLC38A5;SLC38A5;SLC38A5;SLC38A5	ENSP00000366073	NP_277053	Q8WUX1-1	OTTHUMP00000025793;OTTHUMP00000025789;OTTHUMP00000025788;OTTHUMP00000025791;OTTHUMP00000025790;OTTHUMP00000025792	4.59E-24	183.74	5	5	5	9	35	8	5	25	-0.3	-0.01	-0.26	-0.65	-0.34
2574	IPI:IPI00102685.1;IPI:IPI00385137.2;IPI:IPI00657979.1;IPI:IPI00658209.1	Myeloid-associated differentiation marker;MYADM;MYADM;MYADM	ENSP00000337222;ENSP00000375648;ENSP00000375649;ENSP00000375650;ENSP00000375651	NP_001018654;NP_001018655;NP_001018656;NP_001018657;NP_612382	Q96S97	OTTHUMP00000067222;OTTHUMP00000067223;OTTHUMP00000;OTTHUMP00000067285;OTTHUMP00000067286;OTTHUMP00000067225	1.53E-158	170.32	5	5	5	9	17	14	13	14	0.02	0.23	0.28	0.05	0.04
2575	IPI:IPI00102752.2;IPI:IPI00220717.2;IPI:IPI00220716.2	RBM15;RBM15;RBM15	ENSP00000358799;ENSP00000294837	NP_073605	Q96T37-1;Q96T37-3;Q96T37-2;A1A693;Q3ZB86;Q59EY1;Q3ZAU1;Q4V760;Q86VW9	OTTHUMP00000013007	6.00E-152	684.61	19	18	19	17	12	21	31	12	0.05	0.14	0.14	-0.15	0.07
2576	IPI:IPI00843861.1;IPI:IPI00102815.1	NOC3L;NOC3L	ENSP00000360401;ENSP00000360412	NP_071896	Q8WTT2;A6NJZ9;A8K905	OTTHUMP00000020124	0	1026.24	26	26	26	50	27	32	51	25	-0.15	-0.15	0.11	-0.22	-0.04
2577	IPI:IPI00102864.3;IPI:IPI00005118.1	HK2	ENSP00000290573	NP_000180	P52789;A8K2U2;Q09LL6;Q53QX9;Q53SG7;Q68E10;Q7Z7Q6	OTTHUMP00000160433	3.69E-230	1033.86	23	19	20	18	2	25	2	2	-0.15		-0.39		
2578	IPI:IPI00102896.1;IPI:IPI00433806.1;IPI:IPI00064352.5	RAB2B;RAB2B;RAB2B	ENSP00000302005;ENSP00000380869;ENSP00000250404	NP_116235	Q8WUD1;Q5HYI5;Q9UL31;Q6NZ33;Q96K32	OTTHUMP00000195135	2.33E-170	598.54	11	3	3	0	0	0	2	1					
2579	IPI:IPI00102897.4;IPI:IPI00736233.1	RABL3;LOC653256	ENSP00000273375	NP_776186;XP_931727	Q5HYI8	OTTHUMP00000172398	9.75E-59	288.27	8	8	8	17	10	10	12	13	0.02	-0.01	0.2	-0.07	-0.01
2580	IPI:IPI00413576.1;IPI:IPI00102918.1;IPI:IPI00103517.1;IPI:IPI00413577.3;IPI:IPI00871786.1;IPI:IPI00797145.1	ATRIP;ATRIP;ATRIP;ATRIP;TREX1;ATRIP	ENSP00000302338;ENSP00000323099;ENSP00000349620	NP_115542;NP_569055	Q8WXE1-3;Q8WXE1-2;Q8WXE1-1;A8K6A3;A8K714;Q69YK9	OTTHUMP00000171044;OTTHUMP00000164812;OTTHUMP00000171038;OTTHUMP00000164811;OTTHUMP00000171039;OTTHUMP00000171040	1.35E-05	55.93	3	3	3	1	0	0	0	1					
2581	IPI:IPI00401321.1;IPI:IPI00103026.1	PRMT3;PRMT3	ENSP00000331879;ENSP00000329586	NP_005779	O60678;Q8WUV3		1.18E-30	270.9	8	8	8	0	0	7	3	0			-0.1	0.01	
2582	IPI:IPI00103027.4;IPI:IPI00023532.8	LOC26010;LOC26010	ENSP00000353989;ENSP00000351503	NP_001093894;NP_001093892;NP_001093893;NP_056350	Q9NUQ6-2;Q9NUQ6-1;Q4ZFW0;A8K381		9.18E-242	660.89	15	15	15	8	4	2	23	25	0.03	0.11		0.06	-0.08
2583	IPI:IPI00103036.5;IPI:IPI00853162.1	PTCD2	ENSP00000370013	NP_079030		OTTHUMP00000126945	2.36E-18	156.48	4	4	4	0	0	0	1	0					
2584	IPI:IPI00103047.1	CHAC2	ENSP00000295304	NP_001008708	Q8WUX2;Q8WVI8		1.92E-51	201.08	5	5	5	0	0	3	0	0			0.29		
2585	IPI:IPI00607610.1;IPI:IPI00103057.2	FAM36A;FAM36A	ENSP00000355487;ENSP00000355486	NP_932342	Q5RI15-1;Q5RI15-2	OTTHUMP00000038200;OTTHUMP00000038201	1.51E-209	470.16	10	10	10	16	21	16	22	21	0.01	0.49	0.16	0.24	0.09
2586	IPI:IPI00103059.4	NAT14	ENSP00000205194	NP_065111	Q8WUY8	OTTHUMP00000068947;OTTHUMP00000077166	1.64E-83	167.17	5	5	5	1	7	3	7	2		-0.25	0.3	0.64	
2587	IPI:IPI00103064.4;IPI:IPI00172532.1;IPI:IPI00470482.1;IPI:IPI00641168.1;IPI:IPI00794059.1;IPI:IPI00394717.3;IPI:IPI00794992.1;IPI:IPI00791713.1;IPI:IPI00797099.1;IPI:IPI00792720.1;IPI:IPI00793745.1	EXOC7;EXOC7;EXOC7;EXOC7	ENSP00000334100;ENSP00000349767;ENSP00000345581;ENSP00000333806	NP_001013861;NP_056034	Q9UPT5-3;Q9UPT5-1;Q9UPT5-2;Q5G0E1;Q63HP7	OTTHUMP00000041941;OTTHUMP00000182490;OTTHUMP00000041937;OTTHUMP00000182492;OTTHUMP00000041943;OTTHUMP00000182489	6.14E-22	162.39	6	6	6	3	0	3	0	1	0.11		-0.45		
2588	IPI:IPI00103065.4	MITD1	ENSP00000289359	NP_620153	Q8WV92	OTTHUMP00000161218	4.41E-29	115.53	3	3	3	0	0	0	3	0				0.23	
2589	IPI:IPI00103087.2	GEMIN6	ENSP00000281950	NP_079051	Q8WXD5	OTTHUMP00000158740	1.89E-17	131.59	3	3	3	0	0	0	0	0					
2590	IPI:IPI00103090.2;IPI:IPI00154162.5	LEO1;LEO1	ENSP00000299601;ENSP00000314610	NP_620147	Q8WVC0-1;Q8WVC0-2	OTTHUMP00000162667;OTTHUMP00000176285	3.66E-81	379.78	10	9	10	13	7	5	3	6	0.2	-0.13	0.05	0.11	-0.02
2591	IPI:IPI00103142.1	NUDCD2	ENSP00000304854	NP_660309	Q8WVJ2	OTTHUMP00000160915	2.36E-121	222	4	4	4	0	0	0	0	0					
2592	IPI:IPI00103175.1;IPI:IPI00413533.2	CANT1;CANT1	ENSP00000307674;ENSP00000376241;ENSP00000342611	NP_620148	Q8WVQ1-1;Q8WVQ1-2	OTTHUMP00000182544;OTTHUMP00000182545;OTTHUMP00000182546	5.63E-82	296.18	8	7	8	2	0	3	0	0			0.11		
2593	IPI:IPI00103242.5;IPI:IPI00646687.2;IPI:IPI00871285.1	POF1B;POF1B;POF1B	ENSP00000362238;ENSP00000262753;ENSP00000362242;ENSP00000378778	NP_079197	Q8WVV4-1;Q8WVV4-2;A8K2U5;A8MVC4	OTTHUMP00000023626;OTTHUMP00000023625	3.79E-26	267.7	7	2	7	0	0	0	0	0					
2594	IPI:IPI00103247.1;IPI:IPI00470410.2;IPI:IPI00745396.1	HNRPLL;HNRPLL;HNRPLL	ENSP00000272249;ENSP00000368188;ENSP00000368195	NP_612403	Q8WVV9-1;Q8WVV9-4;A8K894;Q53T80;Q5JB51;Q5JB52	OTTHUMP00000128259;OTTHUMP00000128260	8.03E-126	573.57	18	10	17	13	6	10	22	6	0.16	0.03	-0.02	0.27	-0.1
2595	IPI:IPI00103341.3	TRUB1	ENSP00000298746	NP_631908	Q8WWH5	OTTHUMP00000020554	1.28E-06	79.44	2	2	2	0	0	1	0	3					0.12
2597	IPI:IPI00030783.1;IPI:IPI00103415.1	STAT5A;STAT5B	ENSP00000341208;ENSP00000293328	NP_003143;NP_036580	P42229;P51692;A8K6I5;Q1KLZ6;Q59GY7;Q8WWS9;Q59H39;Q8WW55	OTTHUMP00000181206;OTTHUMP00000181372	2.08E-05	63.37	2	2	2	0	0	1	0	0					
2598	IPI:IPI00103419.4;IPI:IPI00337787.1	SF4;SF4	ENSP00000247001;ENSP00000334032	NP_757386	Q8IWZ8-1;Q8IWZ8-2;A5PLN4;A8K7S0;Q0VDC7	OTTHUMP00000067911;OTTHUMP00000078024	9.01E-42	93.25	2	2	2	0	1	0	1	0					
2599	IPI:IPI00103467.4;IPI:IPI00026663.2	ALDH1B1	ENSP00000366927	NP_000683	P30837	OTTHUMP00000021399	0	1569.43	28	27	28	53	137	92	86	190	-0.1	0.31	0.04	0.65	0.32
2600	IPI:IPI00103481.3;IPI:IPI00794272.1;IPI:IPI00793641.1	KRT72;KRT72;KRT72	ENSP00000293745	NP_542785	Q14CN4;Q8NA87;Q8WWY9;Q8WWZ0	OTTHUMP00000167609;OTTHUMP00000167607;OTTHUMP00000167608	2.77E-163	543.82	10	1	4	4	4	0	3	0	-0.14	0.13		-0.15	
2601	IPI:IPI00103483.1;IPI:IPI00787698.1	RP13-122B23.3;RP13-122B23.3	ENSP00000339495	NP_056271;XP_001133009	Q8WX92;A2BFA3	OTTHUMP00000162585	1.19E-27	370.51	9	9	9	9	2	18	5	6	-0.07		-0.17	0.06	0.1
2602	IPI:IPI00103525.1	PSPC1	ENSP00000343966	NP_001035879	Q8WXF1-1	OTTHUMP00000018077	1.84E-163	535.46	14	1	12	18	11	21	27	21	-0.04	-0.19	0.28	0.29	0.2
2603	IPI:IPI00103554.1	GATAD2B	ENSP00000357644	NP_065750	Q8WXI9	OTTHUMP00000035272	5.98E-34	276.7	9	8	9	9	0	4	2	4	0.03		0.14		-0.2
2604	IPI:IPI00103599.1	BRI3BP	ENSP00000330458	NP_542193	Q8WY22	OTTHUMP00000169790	1.79E-206	140.26	2	2	2	6	6	8	7	9	0.1	-0.92	-0.56	0.18	0.24
2607	IPI:IPI00103884.3	OVCA2	ENSP00000263084	NP_543012	Q8WZ82	OTTHUMP00000163303	4.13E-83	222.97	5	5	5	2	5	4	9	8		0.3	-0.53	0.18	0.12
2609	IPI:IPI00103940.4	TETRAN	ENSP00000332646;ENSP00000347619	NP_001111	Q07706;Q14728	OTTHUMP00000151166	4.46E-26	162.48	3	3	3	3	9	9	9	9	0	-0.24	0	0.04	-0.01
2610	IPI:IPI00103994.4;IPI:IPI00871954.1;IPI:IPI00383290.1	LARS;LARS	ENSP00000377954;ENSP00000274562	NP_064502	Q9P2J5;A7E266;Q0VGM8;Q2YDT1;Q6NVI4;A2RRR4;Q2TU79;Q9H8E3;Q9HAM7;Q9NPU8;Q9NVC0;Q9NVP8		0	2761.39	58	58	58	74	89	114	110	124	0.01	-0.07	-0.23	-0.04	0.15
2611	IPI:IPI00104050.3;IPI:IPI00787883.1	THRAP3	ENSP00000346634	NP_005110	Q9Y2W1;Q05D20;Q6P0P7;Q6PJV4;Q7Z5U1	OTTHUMP00000009597	0	1704.86	36	35	36	73	98	134	113	104	0.07	0.09	0.03	-0.04	-0.09
2612	IPI:IPI00104128.3;IPI:IPI00873253.1;IPI:IPI00873608.1;IPI:IPI00789619.1;IPI:IPI00790799.1;IPI:IPI00101863.4;IPI:IPI00739821.1	SEC11A;-;SEC11A;SEC11A;SEC11A	ENSP00000268220	NP_055115	P67812;Q6IAM7;Q7Z4Z6	OTTHUMP00000176730;OTTHUMP00000176729;OTTHUMP00000176731	3.77E-107	584.57	13	13	13	30	71	22	55	80	-0.26	-0.09	-0.03	-0.29	-0.27
2613	IPI:IPI00105068.2;IPI:IPI00025292.1;IPI:IPI00759799.1;IPI:IPI00798419.1;IPI:IPI00792565.1;IPI:IPI00788684.1;IPI:IPI00796533.1;IPI:IPI00789868.1	MPDU1;MPDU1;MPDU1;MPDU1;MPDU1;MPDU1;MPDU1	ENSP00000301597;ENSP00000250124;ENSP00000352876;ENSP00000379758	NP_004861	O75352;Q96K24;Q9BUU8;Q1HDL3;Q96N63;Q9H3L2	OTTHUMP00000135286;OTTHUMP00000183360;OTTHUMP00000183364;OTTHUMP00000183361;OTTHUMP00000183359;OTTHUMP00000183363	6.40E-86	238.39	5	5	5	25	32	38	36	29	-0.06	-0.22	0.03	-0.42	-0.55
2614	IPI:IPI00105407.1	AKR1B10	ENSP00000352584	NP_064695	O60218;A4D1P1;Q6FHF3;Q8IWZ1	OTTHUMP00000024738	9.99E-21	298.06	8	4	8	0	0	0	0	0					
2615	IPI:IPI00105598.3;IPI:IPI00790498.1	PSMD11	ENSP00000261712	NP_002806	O00231;A8K3I7;Q53FT5	OTTHUMP00000163703;OTTHUMP00000180923	0	1544.28	30	30	30	71	50	82	48	74	-0.07	0.04	0.22	-0.22	0.01
